Part,Ward,Booth Address,Total,
1740436,150,"Govt Lower Primary School , Room No 3, Haralur",1655,
1740437,150,"Govt Lower Primary School , Room No 4, Haralur",1039,
1740438,150,"Govt Lower Primary School , Room No 5, Haralur",807,
1740439,150,"Govt Lower Primary School , Room No 6 Haraluru",1286,
1740440,150,"Govt Lower Primary School , Room No 7, Haraluru",1140,
1740441,150,"Govt Lower Primary School , Room No 1, Junnasandra",1437,
1740442,150,"Govt Lower Primary School , Room No 2, Junnasandra",1305,
1740443,150,"Anganavadi Centre, Behind Panchayath, Room No. 01, Halanayakanahalli",597,
1740444,150,"Lower Primary School, Room no-1 A.Krishnappanagar",895,
1740445,150,"Lower Primary School, Room no-02 A.Krishnappanagar",754,
1740446,999,"Govt Lower Primary School Room No. 1, Halanayakanahalli",1236,
1740447,999,"Govt Lower Primary School Room No. 2, Halanayakanahalli",1217,
1740448,150,"Govt Higher Primary School , Room No 1, Doddakannalli",1322,
1740449,150,"Govt Higher Primary School , Room No 2, Doddakannalli",1242,
1740450,150,"Govt Higher Primary School ,Room No 3, Doddakannahali",1126,
1740451,150,"Govt Higher Primary School ,Room No 4, Doddakannahalli",1212,
1740452,150,"Govt Higher Primary School , Room No 5, Doddakannahalli",1579,
1740453,150,"Anjanadri High School , Room No 1 , Doddakannahalli",1626,
1740454,150,"Anjanadri High School , Room No 2, Doddakannahalli",1471,
1740455,150,"Anjanadri High School , Room No 3, Doddakannahalli",1626,
1740456,150,"Govt Higher Primary School, Room No 6, Doddakannahalli",1452,
1740457,150,"Govt Higher Primary School, Room No 7, Doddakannahalli",1510,
1740458,999,"Govt. Higher Primary School, New Building, Room No-1, Mullur",637,
1740459,999,"Govt. Higher Primary School, New Building, Room No-2, Mullur",814,
1740460,999,"Govt. Higher Primary School, New Building, Room No-3, Mullur",719,
1740461,999,"Govt. Higher Primary School, New Building, Room No-4, Mullur",1071,
1740462,999,"Govt Lower Primary School Room No. 1, Sulikunte",1143,
1740463,999,"Govt Lower Primary School Room No. 1, Sulikunte Calony",1240,
1740464,999,"Govt Higher primary School, Room No 1, Kodathi",1039,
1740465,999,"Govt. Higher Primary School, Room No 2, Kodathi",1123,
1740466,999,"Govt. Higher Primary School, Room No 3, Kodathi",1198,
1750001,186,"Govt. Model  Primary School,kanakapura  main road   Jaraganahalli Room No-01,",1391,
1750002,186,"Govt. Model Primary School,kanakapura main road Jaraganahalli Room No-02,",1373,
1750003,186,"Govt. Model Primary School,kanakapura main road Jaraganahalli Room No-03",1354,
1750004,186,"Govt. Model Primary School,kanakapura main road Jaraganahalli Room No-04",1338,
1750005,186,"Govt. Model Primary School,kanakapura main road Jaraganahalli Room No-05",1250,
1750006,186,"Govt. Model Primary School,kanakapura main road Jaraganahalli Room No-6",1345,
1750007,186,"Sree Vivekananda School,Chikkamuniyappa Garden,Rajeev Gandhi Road,Naidu Layout Jaraganahalli  Room  No-01",1271,
1750008,186,"Sree Vivekananda School,Chikkamuniyappa Garden,Rajeev Gandhi Road,Naidu Layout Jaraganahalli  Room  No-01",1146,
1750009,186,"Sree Vivekananda School,Chikkamuniyappa Garden,Rajeev Gandhi Road,Naidu Layout Jaraganahalli Room No-02",1314,
1750010,186,"Sree Vivekananda School,Chikkamuniyappa Garden,Rajeev Gandhi Road,Naidu Layout Jaraganahalli Room No-03",1224,
1750011,186,"Sree Vivekananda School,Chikkamuniyappa Garden,Rajeev Gandhi Road,Naidu Layout Jaraganahalli Room No-04",1376,
1750012,186,"The oxford Kannada Shishu Vihar and Higher primery School, 9th cross 6th   phase JP Nagar Bengalore-78.Room No.01",1209,
1750013,186,"The oxford Kannada Shishu Vihar and Higher primery School, 9th cross 6th phase JP Nagar Bengalore-78.Room No.-02",1356,
1750014,186,"S.V.Institutionss, 3rd cross, K.R.Layout, J P Nagar 6th Phase, Bengaluru-76",1405,
1750015,186,"S.V.Institutionss, 3rd cross, K.R.Layout, J P Nagar 6th Phase, Bengaluru-76",1234,
1750016,186,"S.V.Institutionss, 3rd cross, K.R.Layout, J P Nagar 6th Phase, Bengaluru-76",1378,
1750017,186,"S.V.Institutionss, 3rd cross, K.R.Layout, J P Nagar 6th Phase, Bengaluru-76",1355,
1750018,186,"S.V.Institutionss, 3rd cross, K.R.Layout, J P Nagar 6th Phase, Bengaluru-76",1409,
1750019,187,"Royal School, 24th main road, 5th phase, J P Nagar, Bangalore-560078",1467,
1750020,187,"Royal School, 24th main road, 5th phase, J P Nagar, Bangalore-560078",1450,
1750021,187,"Royal School, 24th main Road, J P Nagar, Bangalore-560078",1492,
1750022,187,"Govt. Lower School Sarakki Agrahara  J P Nagar,5th Phase -560078",1331,
1750023,175,"Sadguru Sai Baba Higher Primary School, Room No.1, Ropena Agrahara",1159,
1750024,175,"Sadguru Sai Baba Higher Primary School, Room No.2, Ropena Agrahara",508,
1750025,175,"Lawrence English School,, 9th Main Road, 6 th Sector, Room No 1, HSR Layout.",1403,
1750026,174,"Lawrence English School,, 9th Main Road, 6 th Sector, Room No 2, HSR Layout.",1394,
1750027,175,"Sadguru Sai Baba Higher Primary School,, Room No.3, Rupena Agrahara,",1290,
1750028,175,"Sadguru Sai Baba High School( Round Table High School), Room No 1 Rupena Agrahara",1202,
1750029,175,"Sadguru Sai Baba High School( Round Table High School),, Room No.2 , Rupena Agrahara",1184,
1750030,175,"Sadguru Sai Baba High School( Round Table High School), Room No.3 Agrahara",1102,
1750031,175,"Sadguru Sai Baba High School( Round Table High School), Room No.4 Agrahara",1044,
1750032,174,"Govt. Composite High School, Room No 1 , Agara",1337,
1750033,174,"Govt. Composite High School, Room No 2 , Agara",1226,
1750034,174,"Govt. Composite High School, Room No 3, Agara",1220,
1750035,174,"Govt. Composite High School, Room No.4, Agara",1233,
1750036,174,"Govt. Composite High School, Room No.5, Agara",620,
1750037,174,"Govt. Composite High School, Room No 4, Agara",984,
1750038,174,"Govt. Composite High School, Room No 4, Agara",1255,
1750039,174,"Govt. Composite High School, Room No 5, Agara",1222,
1750040,174,"Cambridge Public School,11th Cross, 22rd Main Road, HSR , 1st Sector",891,
1750041,174,"Cambridge Public School,11th Cross, 22rd Main Road, HSR , 1st Sector",910,
1750042,174,"Gnana Shrushti  School, 17th Cross,19th Main Road, HSR , 1-Sector",1589,
1750043,174,"Cambridge Public School, 11th Cross, 22rd Main Road, HSR , 1st Sector",1206,
1750044,174,"Cambridge Public School,11th Cross, 22rd Main Road, HSR , 1st Sector",1088,
1750045,174,"Cambridge Public School,11th Cross, 22nd Main Road, HSR LAYOUT , 1st sector",1115,
1750046,174,"Cambridge Public School,11th Cross, 22rd Main Road, HSR , 1st sector",1286,
1750047,174,"Govt PU College, 1st Sector HSR Layout Bengaluru-102",1124,
1750048,174,"Govt PU College, 1st Sector HSR Layout Bengaluru-102",842,
1750049,174,"Multi Purpose Hall, C.P.W.D Quts, H.S.R Layout",1325,
1750050,174,"Multi Purpose Hall, C.P.W.D Quts, H.S.R Layout, Sector-1",1172,
1750051,174,"Govt. Higher Primary School,Ibbaluru",1415,
1750052,174,"Govt. Higher Primary School,Ibbaluru",1276,
1750053,174,"Govt. Higher Primary School, Ibbaluru",1398,
1750054,174,"Govt. Higher Primary School, Ibbaluru",1168,
1750055,174,"Govt. Higher Primary School,Ibbaluru",1231,
1750056,174,"Govt. Higher Primary School, Parangipalya",1497,
1750057,174,"Govt. Higher Primary School, Parangipalya",1139,
1750058,174,"Govt. Higher Primary School, Parangipalya",1298,
1750059,174,"Jnana Shrushti School, 17th Cross, 19th Main Road, H,S,R 1st Sector",1402,
1750060,174,"Jnana Shrushti School, 17th Cross, 19th Main Road, H,S,R 1st Sector",1412,
1750061,174,"Jnana Shrushti  School, 17th Cross, 19th Main Road, H.S.R. 1st Sector",1443,
1750062,174,"Jnana Shrushti  School, 17th Cross, 19th Main Road, H.S.R. 1st Sector",1405,
1750063,175,"Reddy Janasanga High School, Room No 1, Rupena Agrahara.",1061,
1750064,175,"Reddy Janasanga High School,Room No 2, Rupena Agrahara.",776,
1750065,188,"Reddy Janasanga High School,Room No-1  Rupena Agrahara.",856,
1750066,188,"Reddy Janasanga High School, Room no-2 Rupena Agrahara",844,
1750067,188,"Reddy Janasanga High School, Room No-3  Rupena Agrahara",477,
1750068,175,"Reddy Janasanga High School,Room No 3  Rupena Agrahara",1237,
1750069,188,"Reddy Janasanga High School, Room NO-4 Rupena Agrahara.",882,
1750070,188,"Reddy Janasanga High School,  Room No-05, Rupena Agrahara.",748,
1750071,187,"Royal School, 24th Main Road, J P Nagar, 5th Phase,",1516,
1750072,187,"Rayal School, 24th Main Road, J P Nagar, 5th Phase,",1496,
1750073,187,"Rayal School, 24th Main Road, J.P. Nagar, 5th Phase,",1366,
1750074,187,"Rayal School, 24th Main Road, J.P. Nagar, 5th Phase,",1108,
1750075,186,"C M S Buisness  School, 25th Main Road, J.P. Nagar,6th Phase,, Room No-01",1347,
1750076,186,"C M S Buisness School, 25th Main Road, J.P. Nagar,6th Phase,, Room No-02",1380,
1750077,187,"Image English School, Sarakkakere, 5th Phase, J P Nagar.",1489,
1750078,187,"Manasa Vidya Kendra, Sarakkakere, 5th Phase, J P Nagar",1280,
1750079,187,"Manasa Vidya Kendra, Sarakkakere, 5th Phase, J P Nagar",917,
1750080,187,"Narayana PU College Bank of Baroda Colony, 7th Phase, J.P Nagar.",1390,
1750081,187,"Narayana PU College Bank of Baroda Colony, 7th Phase, J.P Nagar.",1431,
1750082,187,"Narayana PU College Bank of Baroda Colony, 7th Phase, J.P Nagar",1378,
1750083,187,"Govt Model Primary School,Puttenahalli",1231,
1750084,187,"Govt Model Primary School,Puttenahalli",1253,
1750085,187,"Govt Model Primary School,Puttenahalli",1275,
1750086,187,"Govt Model Primary School,Puttenahalli",1104,
1750087,187,"Govt Model Primary School,Puttenahalli",823,
1750088,187,"Govt Model Primary School,Puttenahalli",1223,
1750089,187,"Govt Model Primary School,Puttenahalli",1383,
1750090,187,"Image English School, Annaiah Reddy Layout, 6th Phase J.P Nagar, Bangalore-78,",1179,
1750091,187,"Image English School, Annaiah Reddy Layout, 6th Phase J.P Nagar, Bangalore-78,",1003,
1750092,186,"Jyothi Kendriya Vidyalaya, Yalachenahalli",1320,
1750093,186,"Jyothi Kendriya Vidyalaya, Yalachenahalli",1143,
1750094,186,"Jyothi Kendriya Vidyalaya, Yalachenahalli",1252,
1750095,187,"Holy Mother's English School, Puttenahalli",1256,
1750096,187,"Holy Mother's English School,Puttenahalli",1370,
1750097,187,"National English School, 3rd Cross, 22nd A Main, J.P Nagar 5th Phase, Bangalore-76",1335,
1750098,187,"National English School, 3rd Cross, 22nd A Main, J.P Nagar 5th Phase, Bangalore-76",1228,
1750099,187,"National English School, 3rd Cross, 22nd A Main, J.P Nagar 5th Phase, Bangalore-76",1277,
1750100,187,"Holy Mother's English School, Puttenahalli",1058,
1750101,187,"Holy Mother's English School, Puttenahalli",1369,
1750102,187,"St. Peters N T M School, Doresanipalya",1110,
1750103,187,"St. Peters N T M School, Doresanipalya",1025,
1750104,187,"St. Peters N T M School, Doresanipalya",1260,
1750105,187,"St. Peters N T M School, Room No, Doresanipalya",1338,
1750106,187,"Office of Assistant Engineer (Ele) Panduranganagar, Bengaluru-76 Room No-1",1273,
1750107,187,"Office of Assistant Engineer(Ele)Panduranganagar, Bengaluru-76 Room No-2",1470,
1750108,187,"St. Peters N T M School, Room No, Doresanipalya",1128,
1750109,187,"St. Peters N T M School, Room No, Doresanipalya",1351,
1750110,188,Dilip School Bileekahalli Main Road  Bileekahalli Bangalore-560076  Room No-01,1336,
1750111,188,"M.G School, For Excelance Room No-01  Bilekahalli",1060,
1750112,188,"M.G School, For Exelance,Room No-2  Bilekahalli",1209,
1750113,188,"M.G School, For Excelance, Room No-3,Bilekahalli",1008,
1750114,188,"M.G School, For Exelance, Room No-4 Billekahalli",1350,
1750115,188,Dilip School Room No-2 Bilekahalli Main Road  Bangalore-560076,1330,
1750116,188,Dilip School Room No-3 Bilekahalli Main Road Bilekahalli Bangalore-560076,966,
1750117,188,Dilip School Room No-4 Bilekahalli Main Road Bilekahalli Bangalore-560076,1168,
1750118,188,"M G  School of Excelence ,Room No-5  Billekahalli",979,
1750119,188,Dilip School Room No-5  Bilekahalli Main Road Bilekahalli Bangalore-560076,777,
1750120,188,Dilip School Room No-6 Bilekahalli Main Road Bilekahalli Bangalore-560076,600,
1750121,188,Dilip School Room NO 7 Bileekahalli Main Road Bileekahalli Bangalore-560076,1086,
1750122,188,Dilip School Room NO-8 Bilekahalli Main Road Bilekahalli Bangalore-560076,907,
1750123,188,"Gnanaprakasham Higher Primary School,, Room No-1 Bilekahalli",1250,
1750124,188,"Gnanaprakasham Higher Primary School,Room No-2 Bileekahalli",1233,
1750125,188,"Gnanaprakasham Higher Primary School,Room No-3  Bilekahalli",1073,
1750126,188,"Orchid International School, Ranka Colony.Billekahalli, Bengaluru-76, Room No-01",1071,
1750127,188,"Orchid International School, Ranka Colony.Billekahalli, Bengaluru-76, Room No-2",1242,
1750128,188,"Orchid International School, Ranka Colony.Billekahalli, Bengaluru-76, Room No-03",1185,
1750129,188,"Orchid International School, Ranka Colony.Billekahalli, Bengaluru-76, Room No-04",1139,
1750130,188,"Govt. Highery Primery  School ,Room No-1 Beside Someshwara Temple  Bilekahalli",1132,
1750131,188,"Govt. Highery Primery  School ,Room No-2 Beside Someshwara Temple  Bilekahalli",1012,
1750132,188,"Govt. Highery Primery  School ,Room No-3 Beside Someshwara Temple  Bilekahalli",1308,
1750133,188,"woman and Child Developemant centre(Balavadi Center) ROOM NO 01 Behind I I M Compound, Bileekahalli",1144,
1750134,188,"woman and Child Developemant centre (Tailoring Center,) ROOM NO 02 Behind I I M Compound, Bileekahalli",1207,
1750135,188,"shanthinikethan School, Someshwara Nagar, Bilekahalli, Bengaluru-76, Room No-1",1231,
1750136,188,"Shanthinikethana School, Someshara Nagar, Bilekahalli, Bengaluru-76, Room No-02",1207,
1750137,188,"Govt. Higher Primary School, Room No-4 Someshwara layout Billekahalli",920,
1750138,188,"Govt. Higher Primary School,Room No-5  Billekahalli",989,
1750139,188,"Govt Higher Primary School, Room NO-1 New Buliding, Rotari Nagar, Kodichikkenahalli",931,
1750140,188,"Govt Higher Primary School, Room No-2 New Buliding, Rotari Nagar, Kodichikkenahalli",786,
1750141,188,"Govt Higher Primary School, Room No-3 New Buliding, Rotari Nagar, Kodichikkenahalli",1405,
1750142,188,"Govt Higher Primary School, Room No-4 New Buliding, Rotari Nagar, Kodichikkenahalli",1097,
1750143,188,"Govt Higher Primary School,Room No-5 New Buliding, Rotari Nagar, Kodichikkenahalli",1158,
1750144,188,"Govt Higher Primary School,Room No-6 New Buliding, Rotari Nagar, Kodichikkenahalli",491,
1750145,188,"Primery Health Centre  Rotari Nagar, Kodichikkenahalli",1143,
1750146,188,"Govt Higher Primary School, New Buliding, ROOM NO 07 Rotari Nagar, Kodichikkenahalli",997,
1750147,188,"Govt Higher Primary School, Room No-8 New Buliding, Rotari Nagar, Kodichikkenahalli",698,
1750148,188,"Dr.B.R. Ambedkar(Comunity )Room No-1 Rotari Nagar, Kodichikkenahalli",1175,
1750149,188,"Dr.B.R. Ambedkar(Comunity )Room No-2 Rotari Nagar, Kodichikkenahalli",1003,
1750150,188,"Dr.B.R. Ambedkar(Comunity )Room No-3 Rotari Nagar, Kodichikkenahalli",583,
1750151,188,"Dr.B.R. Ambedkar(Comunity )Room No-4 Rotari Nagar, Kodichikkenahalli",952,
1750152,175,"New Arvind Memorial English School, Manjunatha Layout Kodichikkanahalli",1152,
1750153,175,"New Arvind Memorial English School,Romm No 2 Manjunatha Layout Kodichikkanahalli",931,
1750154,174,Govt.Model School. Bommanahalli,1185,
1750155,189,"ilma International School,112.113.10th cross  Madeena Nagara Bommanahalli Room No -1",1275,
1750156,189,"ilma International School,112.113.10th cross  Madeena Nagara Bommanahalli Room No-2",1000,
1750157,189,"Ilma International School,112.113.10th cross Madeena Nagara Bommanahalli Room No-3",1455,
1750158,174,"Govt Model School, Bommanahalli",1273,
1750159,174,"Govt Model School, Bommanahalli",1107,
1750160,174,"Lawrence English School, 9th Main Road, 6th Sector, HSR Layout",875,
1750161,174,"Lawrence English School, 9th Main Road, 6th Sector, HSR Layout",842,
1750162,174,"Lawrence English School,9th Main Road, 6th Sector, HSR Layout",925,
1750163,174,"Lawrence English School,9th Main Road, 6th Sector, HSR Layout",973,
1750164,174,"Lawrence English School, 9th Main Road, 6th Sector, HSR Layout",1375,
1750165,174,"Lawrence English School,9th Main Road, 6th Sector, HSR Layout",1381,
1750166,175,"Govt. Urdu Model Primary School,Room No 1, Bommanahalli",1049,
1750167,175,"Govt. Urdu Model Primary School,Room No 2, Bommanahalli",854,
1750168,175,"Govt. Urdu Model Primary School,Room No 3, Bommanahalli",1149,
1750169,175,"St. Joseph English School,Room No 1 , Behind BBMP Office Bommanahalli",1282,
1750170,175,"Royal Convent School,Room No 1,  Bommanahalli",1236,
1750171,175,"Presidency english School,Room No 1,  Virata Nagar. Bommanahalli",1334,
1750172,175,"Presidency english School,Romm No 2,  Virata Nagar. Bommanahalli",1030,
1750173,175,"New Francis High School,Romm No 1, Virata Nagar Bommanahalli",1304,
1750174,175,"New Francis High School,Room No 2, Virata Nagar Bommanahalli",790,
1750175,190,"Newton Public School, Mangammanapalya",1077,
1750176,190,"Newton Public School, Mangammanapalya",925,
1750177,190,"Newton Public School,Mangammanapalya",880,
1750178,190,"Newton Public School,Mangammanapalya",933,
